"","V1","V2","V3","V4","V5","V6","V7","V8","initiale","err_initiale"
"1",14.7,14.1,15.1,14.6333333333333,0.503322295684717,0.290593262902712,2005,0,14.6333333333333,1.15036226178249
"2",12.9,16.6,16.6,15.3666666666667,2.13619599600162,1.23333333333333,2005,1,15.3666666666667,1.15036226178249
"3",14.2,14.5,15.7,14.8,0.793725393319377,0.458257569495584,2005,2,14.8,1.15036226178249
"4",13.9,17.1,16.1,15.7,1.63707055437449,0.945163125250522,2005,3,15.7,1.15036226178249
"5",15.3,13.5,14.6,14.4666666666667,0.907377172587747,0.523874454850057,2005,4,14.4666666666667,1.15036226178249
"6",13,13.1,16.7,14.2666666666667,2.10792156716832,1.21700908423525,2005,5,14.2666666666667,1.15036226178249
"7",14.3,14.2,16.1,14.8666666666667,1.06926766215636,0.617341972581738,2005,6,14.8666666666667,1.15036226178249
"8",14.8,13.8,16.6,15.0666666666667,1.41891977691952,0.819213715162967,2005,7,15.0666666666667,1.15036226178249
"9",13.6,14.9,15.4,14.6333333333333,0.929157324317757,0.53644923131437,2005,8,14.6333333333333,1.15036226178249
"10",13.9,15.1,16.2,15.0666666666667,1.15036226178249,0.664161961505709,2005,9,15.0666666666667,1.15036226178249
"11",13.5,13.3,13.1,13.3,0.2,0.115470053837925,2006,0,14.6333333333333,1.15036226178249
"12",13.5,14.5,14,14,0.5,0.288675134594813,2006,1,15.3666666666667,1.15036226178249
"13",14,13.1,15.2,14.1,1.05356537528527,0.608276253029822,2006,2,14.8,1.15036226178249
"14",13.8,15.7,16.3,15.2666666666667,1.30511813003013,0.753510303697154,2006,3,15.7,1.15036226178249
"15",13.3,15.5,13.5,14.1,1.21655250605964,0.702376916856849,2006,4,14.4666666666667,1.15036226178249
"16",15.7,14,15.8,15.1666666666667,1.01159939369957,0.584047182264508,2006,5,14.2666666666667,1.15036226178249
"17",11.7,15.1,12.8,13.2,1.73493515728975,1.00166528008778,2006,6,14.8666666666667,1.15036226178249
"18",15.1,14.7,14.6,14.8,0.264575131106459,0.152752523165195,2006,7,15.0666666666667,1.15036226178249
