"","ID","site","Date_prel","Date_labo","parcelle","horizon","MSr.105øC","MS.105øC..g...100.g.MB.","pH.eau","pH.KCL","N.Dumas..g.kg.MS105.","N.Dumas..g.kg.sec.","C.orga..g.100g.MS105.","C.orga..g.100g.sec.","P.O.Dabin..mg.kg.MS105.","P.O.Dabin..mg.kg.sec.","CEC","Ca..ch","Mg..ch","K..ch","Na..ch","nølabo","Code_site","Parcelle","C.org1er","C.org2em","C.org2em3","C.orgNC","C.org","traitement","bloc","SOL","Date_prelevement","Date2","Date3","date_test","horizon_num","trai_num"
"352",352,"MAR","30/11/2010","15/03/2012",22,"0-30 cm","0.833",NA,4.87,4.75,NA,"7.828",NA,"9.632",NA,"243.926","4.904","3.497","1.459","0.166","0.125",108648,"3-MAR",22,9.632,0,0,9.632,9.632,"1- Min70",3,"andosol",2010-11-30,"2010",2010-10-10,6,3,1
"353",353,"MAR","30/11/2010","15/03/2012",23,"0-30 cm","0.829",NA,5.45,5.11,NA,"10.095",NA,"11.685",NA,"369.568","12.967","8.977","6.636","1.206","0.313",108649,"3-MAR",23,11.685,0,0,11.685,11.685,"8-Mix4070",3,"andosol",2010-11-30,"2010",2010-10-10,6,3,8
"354",354,"MAR","30/11/2010","15/03/2012",24,"0-30 cm","0.826",NA,5.28,4.91,NA,"10.163",NA,"11.857",NA,"232.398","11.2","8.837","4.152","0.247","0.223",108650,"3-MAR",24,11.857,0,0,11.857,11.857,"7-Mix72",3,"andosol",2010-11-30,"2010",2010-10-10,6,3,7
"355",355,"MAR","30/11/2010","15/03/2012",25,"0-30 cm","0.825",NA,5.44,5.07,NA,"12.018",NA,"13.61",NA,"380.258","19.441","15.669","7.181","0.387","0.266",108651,"3-MAR",25,13.61,0,0,13.61,13.61,"9-Mix1248",3,"andosol",2010-11-30,"2010",2010-10-10,6,3,9
"356",356,"MAR","30/11/2010","15/03/2012",26,"0-30 cm","0.83",NA,5.4,5.03,NA,"10.124",NA,"12.018",NA,"326.074","12.853","9.47","5.013","0.204","0.207",108652,"3-MAR",26,12.018,0,0,12.018,12.018,"5-Com72",3,"andosol",2010-11-30,"2010",2010-10-10,6,3,5
"357",357,"MAR","30/11/2010","15/03/2012",27,"0-30 cm","0.783",NA,5.6,5.15,NA,"10.074",NA,"11.693",NA,"388.521","17.745","13.436","7.034","0.207","0.367",108653,"3-MAR",27,11.693,0,0,11.693,11.693,"6-Com12",3,"andosol",2010-11-30,"2010",2010-10-10,6,3,6
"358",358,"MAR","30/11/2010","15/03/2012",28,"0-30 cm","0.758",NA,4.6,4.46,NA,"10.276",NA,"12.109",NA,"222.878","5.783","4.076","1.954","0.09","0.155",108654,"3-MAR",28,12.109,0,0,12.109,12.109,"2-Min120",3,"andosol",2010-11-30,"2010",2010-10-10,6,3,2
"359",359,"MAR","30/11/2010","15/03/2012",29,"0-30 cm","0.758",NA,5.09,4.73,NA,"10.592",NA,"12.358",NA,"241.127","10.275","7.523","3.387","0.103","0.192",108655,"3-MAR",29,12.358,0,0,12.358,12.358,"0-Temoin",3,"andosol",2010-11-30,"2010",2010-10-10,6,3,0
"360",360,"MAR","30/11/2010","15/03/2012",30,"0-30 cm","0.83",NA,5.23,4.88,NA,"11.824",NA,"13.315",NA,"382.548","14.178","11.142","7.044","0.913","0.231",108656,"3-MAR",30,13.315,0,0,13.315,13.315,"4-Lis70",3,"andosol",2010-11-30,"2010",2010-10-10,6,3,4
"361",361,"SIC","21/11/2012","22/11/2012",1,"0-30 cm","0.84",NA,6.41,5.55,"11.463",NA,"12.557",NA,"452.013",NA,"23.836","14.851","7.95","0.265","0.158",110731,"1-SIC",1,0,10.54788,12.557,12.557,10.54788,"5-Com72",1,"andosol",2012-11-21,"2012",2012-10-10,8,3,5
"362",362,"SIC","21/11/2012","22/11/2012",2,"0-30 cm","0.847",NA,5.57,4.84,"10.708",NA,"11.452",NA,"297.423",NA,"12.45","8.738","2.514","0.178","0.039",110732,"1-SIC",2,0,9.699844,11.452,11.452,9.699844,"1- Min70",1,"andosol",2012-11-21,"2012",2012-10-10,8,3,1
"363",363,"SIC","21/11/2012","22/11/2012",3,"0-30 cm","0.849",NA,6.65,5.84,"11.843",NA,"12.676",NA,"599.799",NA,"34.112","22.433","10.662","0.434","0.352",110733,"1-SIC",3,0,10.761924,12.676,12.676,10.761924,"6-Com12",1,"andosol",2012-11-21,"2012",2012-10-10,8,3,6
"364",364,"SIC","21/11/2012","22/11/2012",4,"0-30 cm","0.847",NA,6.86,5.85,"12.107",NA,"12.974",NA,"457.07",NA,"27.229","13.078","9.61","3.568","0.531",110734,"1-SIC",4,0,10.988978,12.974,12.974,10.988978,"3-Lis40",1,"andosol",2012-11-21,"2012",2012-10-10,8,3,3
"365",365,"SIC","21/11/2012","22/11/2012",5,"0-30 cm","0.844",NA,6.08,5.11,"10.581",NA,"11.383",NA,"295.334",NA,"15.364","9.477","4.606","0.26","0.068",110735,"1-SIC",5,0,9.607252,11.383,11.383,9.607252,"0-Temoin",1,"andosol",2012-11-21,"2012",2012-10-10,8,3,0
"366",366,"SIC","21/11/2012","22/11/2012",6,"0-30 cm","0.853",NA,6.44,5.75,"12.001",NA,"12.922",NA,"586.704",NA,"30.905","20.928","9.417","0.326","0.126",110736,"1-SIC",6,0,11.022466,12.922,12.922,11.022466,"9-Mix1248",1,"andosol",2012-11-21,"2012",2012-10-10,8,3,9
"367",367,"SIC","21/11/2012","22/11/2012",7,"0-30 cm","0.85",NA,6.85,5.9,"11.213",NA,"11.919",NA,"429.951",NA,"27.016","14.009","9.511","2.829","0.508",110737,"1-SIC",7,0,10.13115,11.919,11.919,10.13115,"8-Mix4070",1,"andosol",2012-11-21,"2012",2012-10-10,8,3,8
"368",368,"SIC","21/11/2012","22/11/2012",8,"0-30 cm","0.846",NA,7.17,6.21,"11.536",NA,"11.863",NA,"623.63",NA,"32.117","14.485","11.503","6.329","0.874",110738,"1-SIC",8,0,10.036098,11.863,11.863,10.036098,"2-Min120",1,"andosol",2012-11-21,"2012",2012-10-10,8,3,2
"369",369,"SIC","21/11/2012","22/11/2012",9,"0-30 cm","0.841",NA,4.46,4.33,"11.01",NA,"11.46",NA,"430.15",NA,"6.121","3.559","1.173","0.138","0.03",110739,"1-SIC",9,0,9.63786,11.46,11.46,9.63786,"4-Lis70",1,"andosol",2012-11-21,"2012",2012-10-10,8,3,4
"370",370,"SIC","21/11/2012","22/11/2012",10,"0-30 cm","0.842",NA,6.23,5.45,"11.49",NA,"12.23",NA,"475.874",NA,"23.996","16.806","7.039","0.23","0.072",110740,"1-SIC",10,0,10.29766,12.23,12.23,10.29766,"7-Mix72",1,"andosol",2012-11-21,"2012",2012-10-10,8,3,7
"371",371,"SIC","21/11/2012","22/11/2012",11,"0-30 cm","0.852",NA,6.55,5.82,"12.86",NA,"13.842",NA,"712.875",NA,"34.947","23.891","10.977","0.396","0.182",110741,"1-SIC",11,0,11.793384,13.842,13.842,11.793384,"9-Mix1248",2,"andosol",2012-11-21,"2012",2012-10-10,8,3,9
"372",372,"SIC","21/11/2012","22/11/2012",12,"0-30 cm","0.832",NA,6.16,5.09,"10.22",NA,"10.856",NA,"331.542",NA,"12.976","8.261","3.963","0.202","0.091",110742,"1-SIC",12,0,9.032192,10.856,10.856,9.032192,"0-Temoin",2,"andosol",2012-11-21,"2012",2012-10-10,8,3,0
"373",373,"SIC","21/11/2012","22/11/2012",13,"0-30 cm","0.837",NA,4.58,4.41,"10.292",NA,"10.963",NA,"384.287",NA,"5.648","2.644","0.991","0.107","0.031",110743,"1-SIC",13,0,9.176031,10.963,10.963,9.176031,"2-Min120",2,"andosol",2012-11-21,"2012",2012-10-10,8,3,2
"374",374,"SIC","21/11/2012","22/11/2012",14,"0-30 cm","0.845",NA,7.57,6.52,"12.593",NA,"12.911",NA,"995.06",NA,"38.764","17.005","15.598","7.546","0.768",110744,"1-SIC",14,0,10.909795,12.911,12.911,10.909795,"4-Lis70",2,"andosol",2012-11-21,"2012",2012-10-10,8,3,4
"375",375,"SIC","21/11/2012","22/11/2012",15,"0-30 cm","0.845",NA,6.77,5.8,"11.686",NA,"12.301",NA,"498.498",NA,"26.395","14.474","10.066","1.939","0.431",110745,"1-SIC",15,0,10.394345,12.301,12.301,10.394345,"8-Mix4070",2,"andosol",2012-11-21,"2012",2012-10-10,8,3,8
"376",376,"SIC","21/11/2012","22/11/2012",16,"0-30 cm","0.846",NA,6.67,5.89,"12.141",NA,"12.79",NA,"670.724",NA,"31.122","22.521","10.555","0.411","0.318",110746,"1-SIC",16,0,10.82034,12.79,12.79,10.82034,"6-Com12",2,"andosol",2012-11-21,"2012",2012-10-10,8,3,6
"377",377,"SIC","21/11/2012","22/11/2012",17,"0-30 cm","0.838",NA,5.37,4.76,"11.599",NA,"12.293",NA,"430.923",NA,"10.726","7.413","1.886","0.186","0.043",110747,"1-SIC",17,0,10.301534,12.293,12.293,10.301534,"1- Min70",2,"andosol",2012-11-21,"2012",2012-10-10,8,3,1
"378",378,"SIC","21/11/2012","22/11/2012",18,"0-30 cm","0.838",NA,6.5,5.67,"11.369",NA,"12.257",NA,"570.776",NA,"25.313","15.59","8.662","0.232","0.187",110748,"1-SIC",18,0,10.271366,12.257,12.257,10.271366,"5-Com72",2,"andosol",2012-11-21,"2012",2012-10-10,8,3,5
"379",379,"SIC","21/11/2012","22/11/2012",19,"0-30 cm","0.844",NA,6.2,5.49,"11.647",NA,"12.228",NA,"472.55",NA,"23.952","17.102","7.288","0.216","0.084",110749,"1-SIC",19,0,10.320432,12.228,12.228,10.320432,"7-Mix72",2,"andosol",2012-11-21,"2012",2012-10-10,8,3,7
"380",380,"SIC","21/11/2012","22/11/2012",20,"0-30 cm","0.845",NA,7.18,6.19,"12.485",NA,"12.992",NA,"591.989",NA,"31.932","14.715","12.104","5.114","0.636",110750,"1-SIC",20,0,10.97824,12.992,12.992,10.97824,"3-Lis40",2,"andosol",2012-11-21,"2012",2012-10-10,8,3,3
"381",381,"SIC","21/11/2012","22/11/2012",21,"0-30 cm","0.819",NA,6.81,5.81,"11.813",NA,"12.421",NA,"472.131",NA,"27.399","14.114","10.732","2.664","0.443",110751,"1-SIC",21,0,10.172799,12.421,12.421,10.172799,"3-Lis40",3,"andosol",2012-11-21,"2012",2012-10-10,8,3,3
"382",382,"SIC","21/11/2012","22/11/2012",22,"0-30 cm","0.824",NA,5.2,4.67,"10.839",NA,"11.466",NA,"296.609",NA,"8.71","5.648","1.334","0.179","0.042",110752,"1-SIC",22,0,9.447984,11.466,11.466,9.447984,"1- Min70",3,"andosol",2012-11-21,"2012",2012-10-10,8,3,1
"383",383,"SIC","21/11/2012","22/11/2012",23,"0-30 cm","0.845",NA,6.85,5.97,"12.868",NA,"13.724",NA,"561.036",NA,"30.576","15.818","11.874","3.25","0.523",110753,"1-SIC",23,0,11.59678,13.724,13.724,11.59678,"8-Mix4070",3,"andosol",2012-11-21,"2012",2012-10-10,8,3,8
"384",384,"SIC","21/11/2012","22/11/2012",24,"0-30 cm","0.837",NA,5.99,5.48,"11.307",NA,"12.029",NA,"399.359",NA,"22.544","15.581","6.503","0.258","0.114",110754,"1-SIC",24,0,10.068273,12.029,12.029,10.068273,"7-Mix72",3,"andosol",2012-11-21,"2012",2012-10-10,8,3,7
"385",385,"SIC","21/11/2012","22/11/2012",25,"0-30 cm","0.818",NA,6.51,5.98,"12.599",NA,"13.604",NA,"747.032",NA,"36.483","24.761","10.805","0.407","0.204",110755,"1-SIC",25,0,11.128072,13.604,13.604,11.128072,"9-Mix1248",3,"andosol",2012-11-21,"2012",2012-10-10,8,3,9
"386",386,"SIC","21/11/2012","22/11/2012",26,"0-30 cm","0.838",NA,6.69,5.93,"11.327",NA,"12.184",NA,"480.351",NA,"26.338","17.52","8.213","0.285","0.25",110756,"1-SIC",26,0,10.210192,12.184,12.184,10.210192,"5-Com72",3,"andosol",2012-11-21,"2012",2012-10-10,8,3,5
"387",387,"SIC","21/11/2012","22/11/2012",27,"0-30 cm","0.839",NA,6.81,6.06,"11.556",NA,"12.5",NA,"596.054",NA,"29.259","18.943","9.43","0.311","0.369",110757,"1-SIC",27,0,10.4875,12.5,12.5,10.4875,"6-Com12",3,"andosol",2012-11-21,"2012",2012-10-10,8,3,6
"388",388,"SIC","21/11/2012","22/11/2012",28,"0-30 cm","0.839",NA,4.68,4.55,"10.202",NA,"10.992",NA,"260.867",NA,"5.597","2.914","0.8","0.129","0.025",110758,"1-SIC",28,0,9.222288,10.992,10.992,9.222288,"2-Min120",3,"andosol",2012-11-21,"2012",2012-10-10,8,3,2
"389",389,"SIC","21/11/2012","22/11/2012",29,"0-30 cm","0.82",NA,5.93,5.15,"8.846",NA,"9.871",NA,"176.829",NA,"9.391","5.805","2.414","0.133","0.063",110759,"1-SIC",29,0,8.09422,9.871,9.871,8.09422,"0-Temoin",3,"andosol",2012-11-21,"2012",2012-10-10,8,3,0
"390",390,"SIC","21/11/2012","22/11/2012",30,"0-30 cm","0.849",NA,7.05,6.24,"12.128",NA,"12.798",NA,"603.69",NA,"30.724","13.536","11.647","5.816","0.71",110760,"1-SIC",30,0,10.865502,12.798,12.798,10.865502,"4-Lis70",3,"andosol",2012-11-21,"2012",2012-10-10,8,3,4
"391",427,"SED","26/10/2011","20/03/2013",1,"0-30 cm","0.548",NA,5.66,5.2,"9.502",NA,"12.036",NA,"355.623",NA,"15.451","10.656","4.883","0.213","0.358",111443,"2-SED",1,0,6.595728,12.036,12.036,6.595728,"5-Com72",1,"andosol",2011-10-26,"2011",2011-10-10,7,3,5
"392",428,"SED","26/10/2011","20/03/2013",2,"0-30 cm","0.563",NA,4.56,4.55,"10.055",NA,"12.89",NA,"256.868",NA,"5.515","4.059","0.482","0.075","0.079",111444,"2-SED",2,0,7.25707,12.89,12.89,7.25707,"1- Min70",1,"andosol",2011-10-26,"2011",2011-10-10,7,3,1
"393",429,"SED","26/10/2011","20/03/2013",3,"0-30 cm","0.601",NA,5.61,5.16,"9.619",NA,"11.89",NA,"409.107",NA,"14.94","10.706","5.054","0.278","0.278",111445,"2-SED",3,0,7.14589,11.89,11.89,7.14589,"6-Com12",1,"andosol",2011-10-26,"2011",2011-10-10,7,3,6
"394",430,"SED","26/10/2011","20/03/2013",4,"0-30 cm","0.589",NA,5.6,5.15,"9.204",NA,"11.49",NA,"320.078",NA,"13.491","8.283","5.242","1.038","0.331",111446,"2-SED",4,0,6.76761,11.49,11.49,6.76761,"3-Lis40",1,"andosol",2011-10-26,"2011",2011-10-10,7,3,3
"395",431,"SED","26/10/2011","20/03/2013",5,"0-30 cm","0.519",NA,5.26,4.92,"8.131",NA,"11.338",NA,"217.091",NA,"9.16","4.969","1.759","0.068","0.107",111447,"2-SED",5,0,5.884422,11.338,11.338,5.884422,"0-Temoin",1,"andosol",2011-10-26,"2011",2011-10-10,7,3,0
"396",432,"SED","26/10/2011","20/03/2013",6,"0-30 cm","0.616",NA,5.67,5.23,"8.761",NA,"11.051",NA,"272.194",NA,"13.126","9.922","3.927","0.074","0.16",111448,"2-SED",6,0,6.807416,11.051,11.051,6.807416,"9-Mix1248",1,"andosol",2011-10-26,"2011",2011-10-10,7,3,9
"397",433,"SED","26/10/2011","20/03/2013",7,"0-30 cm","0.569",NA,5.75,5.28,"9.4",NA,"11.297",NA,"342.824",NA,"15.176","9.103","5.802","1.225","0.358",111449,"2-SED",7,0,6.427993,11.297,11.297,6.427993,"8-Mix4070",1,"andosol",2011-10-26,"2011",2011-10-10,7,3,8
"398",434,"SED","26/10/2011","20/03/2013",8,"0-30 cm","0.543",NA,3.98,4.3,"8.844",NA,"11.056",NA,"268.485",NA,"3.394","1.293","0.249","0.094","0.041",111450,"2-SED",8,0,6.003408,11.056,11.056,6.003408,"2-Min120",1,"andosol",2011-10-26,"2011",2011-10-10,7,3,2
"399",435,"SED","26/10/2011","20/03/2013",9,"0-30 cm","0.608",NA,5.76,5.23,"9.537",NA,"11.953",NA,"320.252",NA,"15.343","9.157","6.806","1.137","0.306",111451,"2-SED",9,0,7.267424,11.953,11.953,7.267424,"4-Lis70",1,"andosol",2011-10-26,"2011",2011-10-10,7,3,4
"400",436,"SED","26/10/2011","20/03/2013",10,"0-30 cm","0.586",NA,5.41,4.97,"8.642",NA,"11.484",NA,"244.569",NA,"10.612","7.623","3.033","0.06","0.086",111452,"2-SED",10,0,6.729624,11.484,11.484,6.729624,"7-Mix72",1,"andosol",2011-10-26,"2011",2011-10-10,7,3,7
"401",437,"SED","26/10/2011","20/03/2013",11,"0-30 cm","0.613",NA,5.55,5.08,"9.169",NA,"11.256",NA,"336.215",NA,"14.859","11.447","5.231","0.116","0.131",111453,"2-SED",11,0,6.899928,11.256,11.256,6.899928,"9-Mix1248",2,"andosol",2011-10-26,"2011",2011-10-10,7,3,9
"402",438,"SED","26/10/2011","20/03/2013",12,"0-30 cm","0.532",NA,4.97,4.77,"9.153",NA,"11.945",NA,"235.15",NA,"6.137","3.495","0.586","0.063","0.118",111454,"2-SED",12,0,6.35474,11.945,11.945,6.35474,"0-Temoin",2,"andosol",2011-10-26,"2011",2011-10-10,7,3,0
"403",439,"SED","26/10/2011","20/03/2013",13,"0-30 cm","0.566",NA,3.92,4.19,"9.931",NA,"12.266",NA,"289.982",NA,"3.652","0.985","0.22","0.151","0.04",111455,"2-SED",13,0,6.942556,12.266,12.266,6.942556,"2-Min120",2,"andosol",2011-10-26,"2011",2011-10-10,7,3,2
"404",440,"SED","26/10/2011","20/03/2013",14,"0-30 cm","0.59",NA,5.6,5.19,"10.522",NA,"12.838",NA,"450.376",NA,"16.834","9.805","7.127","2.12","0.421",111456,"2-SED",14,0,7.57442,12.838,12.838,7.57442,"4-Lis70",2,"andosol",2011-10-26,"2011",2011-10-10,7,3,4
"405",441,"SED","26/10/2011","20/03/2013",15,"0-30 cm","0.603",NA,5.48,5.06,"8.991",NA,"11.477",NA,"277.25",NA,"11.449","6.552","3.913","0.671","0.249",111457,"2-SED",15,0,6.920631,11.477,11.477,6.920631,"8-Mix4070",2,"andosol",2011-10-26,"2011",2011-10-10,7,3,8
"406",442,"SED","26/10/2011","20/03/2013",16,"0-30 cm","0.609",NA,5.64,5.18,"10.206",NA,"12.574",NA,"363.633",NA,"15.665","11.733","5.343","0.126","0.251",111458,"2-SED",16,0,7.657566,12.574,12.574,7.657566,"6-Com12",2,"andosol",2011-10-26,"2011",2011-10-10,7,3,6
"407",443,"SED","26/10/2011","20/03/2013",17,"0-30 cm","0.583",NA,5.12,4.83,"8.492",NA,"11.384",NA,"224.025",NA,"6.885","4.84","0.556","0.058","0.067",111459,"2-SED",17,0,6.636872,11.384,11.384,6.636872,"1- Min70",2,"andosol",2011-10-26,"2011",2011-10-10,7,3,1
"408",444,"SED","26/10/2011","20/03/2013",18,"0-30 cm","0.59",NA,5.4,4.99,"9.455",NA,"11.985",NA,"356.273",NA,"11.298","7.948","3.499","0.144","0.209",111460,"2-SED",18,0,7.07115,11.985,11.985,7.07115,"5-Com72",2,"andosol",2011-10-26,"2011",2011-10-10,7,3,5
"409",445,"SED","26/10/2011","20/03/2013",19,"0-30 cm","0.626",NA,5.31,4.88,"10.09",NA,"12.747",NA,"247.636",NA,"10.725","7.979","2.92","0.061","0.075",111461,"2-SED",19,0,7.979622,12.747,12.747,7.979622,"7-Mix72",2,"andosol",2011-10-26,"2011",2011-10-10,7,3,7
"410",446,"SED","26/10/2011","20/03/2013",20,"0-30 cm","0.574",NA,5.77,5.25,"9.247",NA,"11.87",NA,"329.158",NA,"14.526","7.883","5.722","1.537","0.396",111462,"2-SED",20,0,6.81338,11.87,11.87,6.81338,"3-Lis40",2,"andosol",2011-10-26,"2011",2011-10-10,7,3,3
"411",447,"SED","26/10/2011","20/03/2013",21,"0-30 cm","0.628",NA,5.43,5.05,"9.437",NA,"11.387",NA,"306.556",NA,"12.577","8.004","5.913","1.048","0.372",111463,"2-SED",21,0,7.151036,11.387,11.387,7.151036,"3-Lis40",3,"andosol",2011-10-26,"2011",2011-10-10,7,3,3
"412",448,"SED","26/10/2011","20/03/2013",22,"0-30 cm","0.534",NA,4.95,4.77,"8.4",NA,"11.285",NA,"244.881",NA,"6.778","3.956","0.562","0.071","0.066",111464,"2-SED",22,0,6.02619,11.285,11.285,6.02619,"1- Min70",3,"andosol",2011-10-26,"2011",2011-10-10,7,3,1
"413",449,"SED","26/10/2011","20/03/2013",23,"0-30 cm","0.613",NA,5.57,5.18,"9.386",NA,"11.719",NA,"304.069",NA,"13.795","8.526","5.768","0.693","0.34",111465,"2-SED",23,0,7.183747,11.719,11.719,7.183747,"8-Mix4070",3,"andosol",2011-10-26,"2011",2011-10-10,7,3,8
"414",450,"SED","26/10/2011","20/03/2013",24,"0-30 cm","0.594",NA,5.34,4.93,"9.827",NA,"12.235",NA,"297.41",NA,"11.603","8.444","3.154","0.073","0.072",111466,"2-SED",24,0,7.26759,12.235,12.235,7.26759,"7-Mix72",3,"andosol",2011-10-26,"2011",2011-10-10,7,3,7
"415",451,"SED","26/10/2011","20/03/2013",25,"0-30 cm","0.603",NA,5.49,5.06,"10.979",NA,"12.985",NA,"375.729",NA,"15.743","11.963","5.263","0.113","0.168",111467,"2-SED",25,0,7.829955,12.985,12.985,7.829955,"9-Mix1248",3,"andosol",2011-10-26,"2011",2011-10-10,7,3,9
"416",452,"SED","26/10/2011","20/03/2013",26,"0-30 cm","0.548",NA,5.72,5.26,"11.037",NA,"13.077",NA,"501.316",NA,"16.375","11.928","5.712","0.227","0.267",111468,"2-SED",26,0,7.166196,13.077,13.077,7.166196,"5-Com72",3,"andosol",2011-10-26,"2011",2011-10-10,7,3,5
"417",453,"SED","26/10/2011","20/03/2013",27,"0-30 cm","0.611",NA,5.74,5.3,"12.06",NA,"13.444",NA,"641.726",NA,"23.595","19.014","8.449","0.37","0.479",111469,"2-SED",27,0,8.214284,13.444,13.444,8.214284,"6-Com12",3,"andosol",2011-10-26,"2011",2011-10-10,7,3,6
"418",454,"SED","26/10/2011","20/03/2013",28,"0-30 cm","0.537",NA,4,4.26,"10.023",NA,"11.758",NA,"378.314",NA,"4.38","1.883","0.322","0.117","0.069",111470,"2-SED",28,0,6.314046,11.758,11.758,6.314046,"2-Min120",3,"andosol",2011-10-26,"2011",2011-10-10,7,3,2
"419",455,"SED","26/10/2011","20/03/2013",29,"0-30 cm","0.545",NA,4.72,4.6,"9.525",NA,"11.528",NA,"324.577",NA,"6.972","4.647","1.348","0.122","0.158",111471,"2-SED",29,0,6.28276,11.528,11.528,6.28276,"0-Temoin",3,"andosol",2011-10-26,"2011",2011-10-10,7,3,0
"420",456,"SED","26/10/2011","20/03/2013",30,"0-30 cm","0.621",NA,5.74,5.36,"10.546",NA,"11.735",NA,"539.476",NA,"17.292","10.984","8.798","3.132","0.567",111472,"2-SED",30,0,7.287435,11.735,11.735,7.287435,"4-Lis70",3,"andosol",2011-10-26,"2011",2011-10-10,7,3,4
"421",457,"LYC","15/11/2011","20/03/2013",1,"0-30 cm","0.969",NA,6.42,5.67,"1.486",NA,"1.21",NA,"130.377",NA,"7.151","5.518","1.933","0.438","0.104",111473,"0-LYC",1,0,1.17249,1.21,1.21,1.17249,"5-Com72",1,"arénosol",2011-11-15,"2011",2011-10-10,7,3,5
"422",458,"LYC","15/11/2011","20/03/2013",2,"0-30 cm","0.97",NA,6.02,4.93,"0.857",NA,"1.01",NA,"102.959",NA,"4.205","2.878","1.252","0.107","0.078",111474,"0-LYC",2,0,0.9797,1.01,1.01,0.9797,"1- Min70",1,"arénosol",2011-11-15,"2011",2011-10-10,7,3,1
"423",459,"LYC","15/11/2011","20/03/2013",3,"0-30 cm","0.969",NA,6.99,6.1,"0.986",NA,"1.15",NA,"115.786",NA,"6.79","4.487","2.121","0.507","0.178",111475,"0-LYC",3,0,1.11435,1.15,1.15,1.11435,"6-Com12",1,"arénosol",2011-11-15,"2011",2011-10-10,7,3,6
"424",460,"LYC","15/11/2011","20/03/2013",4,"0-30 cm","0.968",NA,7.01,6.16,"0.965",NA,"1.086",NA,"124.771",NA,"6.851","4.014","2.672","0.8","0.162",111476,"0-LYC",4,0,1.051248,1.086,1.086,1.051248,"3-Lis40",1,"arénosol",2011-11-15,"2011",2011-10-10,7,3,3
"425",461,"LYC","15/11/2011","20/03/2013",5,"0-30 cm","0.967",NA,6.58,5.33,"0.834",NA,"0.987",NA,"58.269",NA,"5.048","3.247","1.608","0.115","0.263",111477,"0-LYC",5,0,0.954429,0.987,0.987,0.954429,"0-Temoin",1,"arénosol",2011-11-15,"2011",2011-10-10,7,3,0
"426",462,"LYC","15/11/2011","20/03/2013",6,"0-30 cm","0.963",NA,6.42,5.68,"1.224",NA,"1.353",NA,"82.971",NA,"7.031","5.644","2.167","0.154","0.152",111478,"0-LYC",6,0,1.302939,1.353,1.353,1.302939,"9-Mix1248",1,"arénosol",2011-11-15,"2011",2011-10-10,7,3,9
"427",463,"LYC","15/11/2011","20/03/2013",7,"0-30 cm","0.961",NA,6.15,4.43,"1.306",NA,"1.32",NA,"158.04",NA,"7.149","5.943","2.617","1.002","0.147",111479,"0-LYC",7,0,1.26852,1.32,1.32,1.26852,"8-Mix4070",1,"arénosol",2011-11-15,"2011",2011-10-10,7,3,8
"428",464,"LYC","15/11/2011","20/03/2013",8,"0-30 cm","0.966",NA,5.84,4.76,"0.921",NA,"1.146",NA,"74.341",NA,"4.652","3.071","1.139","0.038","0.078",111480,"0-LYC",8,0,1.107036,1.146,1.146,1.107036,"2-Min120",1,"arénosol",2011-11-15,"2011",2011-10-10,7,3,2
"429",465,"LYC","15/11/2011","20/03/2013",9,"0-30 cm","0.956",NA,6.58,5.94,"1.406",NA,"1.519",NA,"367.347",NA,"9.373","6.641","3.801","1.575","0.138",111481,"0-LYC",9,0,1.452164,1.519,1.519,1.452164,"4-Lis70",1,"arénosol",2011-11-15,"2011",2011-10-10,7,3,4
"430",466,"LYC","15/11/2011","20/03/2013",10,"0-30 cm","0.962",NA,6.16,5.22,"1.335",NA,"1.462",NA,"143.026",NA,"6.814","5.811","2.107","0.163","0.189",111482,"0-LYC",10,0,1.406444,1.462,1.462,1.406444,"7-Mix72",1,"arénosol",2011-11-15,"2011",2011-10-10,7,3,7
"431",467,"LYC","15/11/2011","20/03/2013",11,"0-30 cm","0.96",NA,6.56,5.75,"1.494",NA,"1.637",NA,"272.819",NA,"8.003","6.665","2.521","0.579","0.153",111483,"0-LYC",11,0,1.57152,1.637,1.637,1.57152,"9-Mix1248",2,"arénosol",2011-11-15,"2011",2011-10-10,7,3,9
"432",468,"LYC","15/11/2011","20/03/2013",12,"0-30 cm","0.97",NA,6.43,5.12,"0.865",NA,"0.966",NA,"210.977",NA,"4.578","2.947","1.396","0.225","0.218",111484,"0-LYC",12,0,0.93702,0.966,0.966,0.93702,"0-Temoin",2,"arénosol",2011-11-15,"2011",2011-10-10,7,3,0
"433",469,"LYC","15/11/2011","20/03/2013",13,"0-30 cm","0.971",NA,4.75,4.07,"0.906",NA,"1.078",NA,"265.379",NA,"2.121","0.929","0.848","0.06","0.075",111485,"0-LYC",13,0,1.046738,1.078,1.078,1.046738,"2-Min120",2,"arénosol",2011-11-15,"2011",2011-10-10,7,3,2
"434",470,"LYC","15/11/2011","20/03/2013",14,"0-30 cm","0.968",NA,7.11,6.3,"1.02",NA,"1.101",NA,"499.185",NA,"8.953","5.073","2.977","1.953","0.155",111486,"0-LYC",14,0,1.065768,1.101,1.101,1.065768,"4-Lis70",2,"arénosol",2011-11-15,"2011",2011-10-10,7,3,4
